clothing_id,clothing_type,size,material,season,color,waist,chest,hip,length,activity_type,compression_level,moisture_wicking,breathability,elasticity,uv_protection,reflective_elements,pockets,inseam_length,waistband_type,fit_style,brand_name
390,Shorts,XXL,Cotton,Fall,Black,27,0,34,27,Running,High,Yes,Medium,High,No,No,0,3,Drawstring,Regular,Adidas
391,Shorts,XS,Wool,Winter,Red,27,0,34,37,Cycling,Medium,Yes,High,Low,No,No,0,3,Elastic,Regular,Adidas
392,Shirt,M,Wool,Fall,Black,33,42,0,29,Yoga,High,Yes,Medium,High,No,No,0,0,Drawstring,Slim,Nike
393,Tank Top,XXL,Polyester,Fall,White,25,32,0,22,Yoga,Medium,Yes,High,Low,No,No,2,5,Elastic,Slim,Adidas
394,Shirt,L,Linen,Winter,Blue,25,41,0,25,Yoga,Low,Yes,Low,Medium,Yes,No,1,9,Elastic,Relaxed,Adidas
395,Tank Top,XS,Spandex,Summer,Green,33,42,0,29,Cycling,Medium,No,Low,Medium,No,No,1,1,Elastic,Relaxed,Nike
396,Shirt,XS,Polyester,Winter,Blue,30,42,0,36,Cycling,High,No,Medium,High,Yes,Yes,3,0,Elastic,Slim,Adidas
397,Jacket,XXL,Linen,Fall,Green,28,35,30,33,Cycling,High,Yes,Medium,High,Yes,Yes,2,5,Elastic,Relaxed,Adidas
398,Jacket,M,Polyester,Fall,Red,27,44,48,24,Yoga,High,No,Medium,High,No,Yes,3,7,Elastic,Slim,Adidas
399,Shirt,XS,Polyester,Spring,Red,28,45,0,26,Weightlifting,Low,No,Medium,Medium,Yes,No,0,8,Elastic,Relaxed,Nike
400,Jacket,M,Cotton,Winter,Red,26,38,34,28,Weightlifting,Medium,Yes,Low,High,No,No,1,9,Elastic,Relaxed,Nike
401,Shorts,M,Cotton,Fall,Red,30,0,43,34,Running,High,Yes,Low,Low,No,Yes,2,0,Elastic,Relaxed,Adidas
402,Shirt,M,Wool,Winter,Blue,26,40,0,21,Weightlifting,High,Yes,Medium,Low,No,No,2,3,Elastic,Relaxed,Nike
403,Tank Top,S,Spandex,Winter,Black,29,36,0,36,Running,Low,Yes,Low,High,Yes,Yes,3,4,Drawstring,Relaxed,Adidas
404,Jacket,XXL,Wool,Winter,Blue,34,44,42,33,Yoga,Low,No,High,Low,No,Yes,0,7,Elastic,Regular,Nike
405,Tank Top,XL,Polyester,Spring,White,26,46,0,33,Yoga,High,No,Low,High,No,Yes,2,9,Elastic,Regular,Nike
406,Leggings,M,Linen,Fall,Red,30,0,31,24,Weightlifting,Low,Yes,Medium,Low,No,Yes,2,5,Drawstring,Slim,Adidas
407,Shirt,S,Linen,Fall,Blue,28,38,0,20,Weightlifting,High,No,Low,Low,Yes,Yes,2,5,Elastic,Regular,Adidas
408,Tank Top,S,Cotton,Summer,White,30,39,0,28,Running,Medium,No,High,Low,No,No,3,2,Drawstring,Relaxed,Adidas
409,Leggings,XXL,Spandex,Winter,White,25,0,39,33,Cycling,High,No,Medium,Medium,No,Yes,3,0,Drawstring,Slim,Adidas
410,Shorts,L,Polyester,Summer,Black,32,0,33,31,Cycling,Medium,No,Low,High,No,Yes,1,3,Elastic,Slim,Adidas
411,Shorts,XXL,Nylon,Spring,White,37,0,37,25,Yoga,Medium,Yes,High,High,Yes,No,1,9,Drawstring,Regular,Adidas
412,Leggings,S,Spandex,Fall,Red,37,0,35,31,Yoga,Medium,No,Medium,Low,No,Yes,3,6,Drawstring,Slim,Nike
413,Shorts,XS,Nylon,Fall,Red,29,0,31,28,Cycling,High,Yes,Medium,Low,No,No,3,9,Drawstring,Regular,Adidas
414,Shorts,XL,Polyester,Fall,Blue,28,0,43,30,Cycling,Medium,Yes,High,High,No,No,2,9,Elastic,Slim,Adidas
415,Jacket,M,Nylon,Spring,Green,31,30,42,39,Running,Medium,Yes,Medium,Low,No,No,3,7,Drawstring,Regular,Nike
416,Jacket,XS,Wool,Summer,Red,33,43,46,22,Yoga,Medium,Yes,Low,Medium,Yes,No,1,4,Elastic,Relaxed,Nike
417,Leggings,M,Cotton,Winter,Blue,28,0,47,20,Weightlifting,High,Yes,Low,Low,No,No,0,7,Drawstring,Regular,Adidas
418,Jacket,XXL,Spandex,Summer,White,37,36,49,25,Running,Medium,No,Low,Medium,Yes,Yes,2,9,Elastic,Slim,Adidas
419,Leggings,L,Linen,Fall,Green,31,0,38,23,Running,Medium,No,High,High,No,Yes,1,5,Drawstring,Regular,Nike
420,Shorts,M,Silk,Summer,Red,26,0,37,22,Running,High,No,Medium,High,No,No,1,6,Drawstring,Relaxed,Nike
421,Tank Top,L,Spandex,Summer,White,25,33,0,24,Cycling,Low,No,Low,High,Yes,No,3,5,Elastic,Regular,Nike
422,Jacket,L,Linen,Winter,Blue,34,32,47,30,Weightlifting,High,Yes,Low,Low,No,No,2,1,Elastic,Slim,Adidas
423,Shirt,XXL,Linen,Summer,Blue,24,38,0,29,Running,Low,No,High,Low,No,Yes,2,0,Drawstring,Slim,Nike
424,Shirt,S,Nylon,Fall,Green,30,31,0,22,Running,Medium,No,Low,High,Yes,Yes,0,8,Drawstring,Regular,Nike
425,Shorts,XL,Wool,Winter,Red,39,0,44,33,Running,High,No,Medium,Medium,No,No,2,5,Drawstring,Regular,Nike
426,Jacket,XXL,Nylon,Spring,Red,33,31,45,21,Cycling,High,Yes,High,Low,No,Yes,2,1,Elastic,Relaxed,Adidas
427,Shirt,XS,Polyester,Spring,Red,38,30,0,20,Weightlifting,Low,Yes,Low,Low,No,Yes,0,0,Drawstring,Regular,Nike
428,Shorts,XXL,Cotton,Summer,Green,31,0,32,20,Weightlifting,High,Yes,Low,Low,No,Yes,3,0,Elastic,Relaxed,Nike
429,Jacket,M,Spandex,Summer,Blue,36,30,37,22,Running,Low,Yes,Medium,High,Yes,No,3,4,Drawstring,Relaxed,Nike
430,Jacket,L,Cotton,Fall,Blue,26,49,39,35,Running,Low,Yes,Medium,Low,No,Yes,0,0,Elastic,Slim,Nike
431,Shirt,XXL,Nylon,Fall,Green,25,44,0,22,Running,High,No,Medium,Low,Yes,Yes,3,2,Drawstring,Slim,Nike
432,Tank Top,XL,Nylon,Summer,Blue,26,42,0,25,Yoga,High,No,Medium,Low,No,Yes,1,3,Drawstring,Slim,Adidas
433,Tank Top,XL,Cotton,Fall,Blue,36,35,0,25,Running,Medium,Yes,Low,Medium,No,No,0,9,Drawstring,Regular,Adidas
434,Jacket,XS,Linen,Spring,Black,29,39,48,31,Yoga,Low,No,Medium,Low,No,No,1,3,Drawstring,Relaxed,Adidas
435,Shirt,S,Spandex,Summer,Black,30,34,0,22,Weightlifting,High,Yes,Medium,Low,Yes,Yes,3,9,Drawstring,Slim,Adidas
436,Shorts,XS,Linen,Spring,Blue,24,0,45,20,Cycling,Low,No,Low,Low,No,No,0,7,Drawstring,Slim,Nike
437,Shorts,XL,Wool,Winter,White,35,0,48,38,Cycling,Low,Yes,Low,Low,Yes,Yes,1,3,Elastic,Slim,Adidas
438,Shorts,M,Wool,Fall,Red,39,0,42,27,Cycling,Low,No,Medium,Medium,Yes,Yes,2,6,Elastic,Slim,Nike
439,Jacket,XXL,Nylon,Summer,Blue,30,46,33,39,Cycling,High,No,Low,Low,No,No,1,6,Drawstring,Slim,Adidas
440,Tank Top,M,Nylon,Spring,Blue,24,34,0,21,Weightlifting,High,Yes,Medium,High,No,No,0,4,Elastic,Relaxed,Nike
441,Jacket,L,Wool,Fall,Red,28,35,36,21,Weightlifting,Low,No,Medium,High,Yes,Yes,3,2,Drawstring,Relaxed,Nike
442,Shirt,XL,Polyester,Summer,Red,37,40,0,38,Running,Low,No,High,High,Yes,No,2,5,Drawstring,Slim,Adidas
443,Tank Top,S,Silk,Summer,Black,29,42,0,34,Weightlifting,Medium,Yes,Low,Medium,Yes,No,2,1,Elastic,Slim,Nike
444,Shirt,L,Polyester,Winter,Blue,35,33,0,38,Yoga,Medium,Yes,Low,Low,No,No,0,5,Drawstring,Regular,Nike
445,Tank Top,XS,Cotton,Spring,Red,34,30,0,24,Cycling,Medium,No,High,Low,No,No,3,2,Elastic,Slim,Adidas
446,Jacket,XL,Cotton,Spring,Green,25,44,39,27,Running,High,Yes,Medium,Low,Yes,Yes,2,1,Drawstring,Regular,Nike
447,Tank Top,XS,Cotton,Fall,Blue,24,42,0,33,Cycling,Medium,Yes,High,High,Yes,Yes,0,8,Drawstring,Slim,Nike
448,Shorts,XXL,Cotton,Winter,Blue,35,0,43,29,Cycling,Low,Yes,Medium,High,Yes,Yes,3,7,Drawstring,Slim,Adidas
449,Shirt,M,Silk,Spring,Green,25,30,0,30,Yoga,Low,No,Medium,High,No,No,1,0,Elastic,Regular,Adidas
450,Shorts,L,Spandex,Summer,Red,26,0,31,28,Cycling,Low,No,High,High,No,No,1,2,Drawstring,Slim,Nike
451,Jacket,S,Linen,Fall,Black,33,35,40,36,Cycling,Low,No,High,Medium,No,Yes,3,9,Elastic,Relaxed,Adidas
452,Jacket,L,Linen,Summer,White,24,35,35,33,Weightlifting,Low,Yes,Low,High,Yes,No,1,9,Elastic,Slim,Nike
453,Shirt,XL,Wool,Summer,White,34,34,0,21,Cycling,High,No,Medium,Medium,No,No,0,8,Elastic,Slim,Adidas
454,Shorts,XL,Spandex,Fall,Black,27,0,47,30,Cycling,Medium,Yes,Medium,High,Yes,Yes,1,5,Drawstring,Slim,Nike
455,Tank Top,XL,Nylon,Fall,Black,25,43,0,26,Running,High,No,High,Low,No,Yes,1,1,Drawstring,Relaxed,Nike
456,Shirt,XXL,Polyester,Summer,White,34,34,0,35,Running,Medium,No,High,Low,Yes,Yes,0,1,Drawstring,Regular,Adidas
457,Shirt,L,Linen,Fall,White,38,42,0,33,Running,High,Yes,High,Low,Yes,Yes,0,8,Drawstring,Slim,Nike
458,Shirt,XXL,Spandex,Summer,Black,39,45,0,32,Weightlifting,High,No,Low,High,Yes,Yes,3,9,Drawstring,Slim,Adidas
459,Shirt,XXL,Cotton,Spring,White,25,33,0,34,Cycling,High,Yes,Low,Low,Yes,Yes,3,1,Drawstring,Regular,Adidas
460,Leggings,XL,Linen,Summer,Red,26,0,40,20,Running,Medium,Yes,High,Medium,Yes,Yes,1,2,Drawstring,Slim,Adidas
461,Tank Top,XXL,Wool,Summer,White,36,46,0,33,Yoga,High,No,Low,Low,No,No,2,0,Drawstring,Slim,Adidas
462,Jacket,XL,Spandex,Spring,Red,34,37,40,35,Running,Low,No,High,Medium,No,No,1,6,Elastic,Slim,Nike
463,Leggings,XXL,Cotton,Winter,White,38,0,37,24,Running,Medium,Yes,Medium,High,Yes,Yes,2,0,Elastic,Slim,Adidas
464,Leggings,XL,Nylon,Spring,White,38,0,41,33,Yoga,High,No,High,Medium,Yes,No,1,2,Elastic,Slim,Nike
465,Shorts,XL,Cotton,Summer,Red,33,0,49,34,Cycling,High,No,Medium,High,No,No,3,2,Elastic,Relaxed,Adidas
466,Shorts,XXL,Linen,Spring,Black,27,0,45,25,Yoga,Low,No,Medium,Medium,Yes,Yes,3,6,Drawstring,Relaxed,Adidas
467,Shorts,XS,Spandex,Spring,Black,29,0,39,32,Yoga,High,No,Medium,Low,No,Yes,3,9,Drawstring,Relaxed,Adidas
468,Shirt,L,Wool,Summer,Blue,38,44,0,35,Cycling,Medium,No,Medium,Low,No,No,1,3,Elastic,Regular,Adidas
469,Shorts,XS,Silk,Spring,Green,33,0,42,23,Yoga,High,No,Low,High,No,No,3,5,Elastic,Relaxed,Adidas
470,Shorts,L,Silk,Spring,Black,28,0,37,31,Weightlifting,Low,Yes,Low,Medium,Yes,No,2,3,Drawstring,Relaxed,Adidas
471,Shorts,XS,Linen,Spring,Blue,33,0,42,24,Cycling,Medium,No,High,Medium,No,No,1,2,Elastic,Regular,Adidas
472,Shirt,L,Spandex,Spring,Green,34,49,0,31,Weightlifting,Medium,Yes,Low,Low,No,No,0,4,Elastic,Slim,Nike
473,Jacket,L,Silk,Fall,Red,27,35,30,33,Running,Medium,No,Low,Low,Yes,Yes,1,6,Drawstring,Slim,Adidas
474,Shorts,M,Cotton,Summer,Green,36,0,47,28,Cycling,High,No,High,High,No,No,1,4,Drawstring,Relaxed,Nike
475,Jacket,XS,Spandex,Fall,Black,30,36,30,24,Yoga,Medium,No,Medium,Low,No,Yes,0,3,Elastic,Relaxed,Nike
476,Jacket,XL,Spandex,Winter,Green,27,41,31,27,Weightlifting,Medium,No,High,Low,Yes,Yes,1,0,Elastic,Relaxed,Nike
477,Shirt,M,Spandex,Summer,Black,33,35,0,22,Cycling,Medium,No,Medium,Low,Yes,Yes,3,8,Drawstring,Regular,Adidas
478,Jacket,XS,Wool,Summer,Black,35,38,40,23,Cycling,Medium,Yes,High,High,No,No,1,5,Elastic,Slim,Nike
479,Leggings,XS,Wool,Winter,Green,29,0,42,25,Weightlifting,High,No,Medium,Low,No,No,3,3,Elastic,Regular,Adidas
480,Jacket,M,Wool,Winter,Blue,38,39,44,34,Weightlifting,High,Yes,Low,High,Yes,Yes,0,0,Drawstring,Relaxed,Adidas
481,Shirt,XS,Polyester,Winter,Green,34,30,0,24,Yoga,High,Yes,High,Medium,Yes,Yes,0,3,Drawstring,Relaxed,Adidas
482,Tank Top,XL,Silk,Fall,Blue,24,41,0,39,Yoga,High,Yes,Low,Medium,No,No,0,4,Drawstring,Regular,Adidas
483,Shirt,L,Linen,Fall,Black,27,40,0,28,Yoga,Low,No,High,High,Yes,Yes,3,7,Drawstring,Slim,Adidas
484,Shorts,L,Spandex,Fall,Black,38,0,41,33,Running,Medium,Yes,High,Medium,No,Yes,3,7,Drawstring,Slim,Nike
485,Leggings,XS,Wool,Winter,Black,29,0,34,26,Yoga,High,No,Medium,High,No,No,2,7,Elastic,Regular,Adidas
486,Shirt,XS,Wool,Fall,Red,28,44,0,24,Yoga,Low,Yes,Low,Medium,No,No,1,2,Elastic,Relaxed,Nike
487,Tank Top,S,Polyester,Summer,Black,28,40,0,27,Yoga,Low,Yes,High,Low,No,Yes,3,2,Elastic,Regular,Adidas
488,Shirt,M,Spandex,Spring,White,39,40,0,20,Running,Low,No,Low,High,No,Yes,2,3,Elastic,Relaxed,Nike
489,Jacket,M,Nylon,Winter,Red,30,46,36,32,Running,Medium,Yes,High,Low,Yes,No,0,3,Drawstring,Slim,Nike
490,Shorts,L,Silk,Summer,Red,35,0,45,23,Running,High,No,Medium,Medium,Yes,No,1,7,Elastic,Slim,Nike
491,Tank Top,L,Polyester,Summer,Black,33,39,0,38,Running,Low,Yes,Low,Medium,Yes,Yes,2,8,Drawstring,Slim,Nike
492,Leggings,XL,Nylon,Summer,White,34,0,37,27,Weightlifting,Medium,Yes,Medium,High,No,Yes,1,9,Drawstring,Slim,Nike
493,Shirt,S,Nylon,Winter,Black,36,47,0,29,Weightlifting,High,Yes,High,High,Yes,No,1,1,Drawstring,Regular,Adidas
494,Tank Top,S,Spandex,Winter,Green,30,40,0,32,Running,Medium,No,Medium,High,No,No,0,4,Elastic,Relaxed,Adidas
495,Leggings,S,Linen,Fall,Blue,30,0,47,37,Weightlifting,Medium,Yes,Medium,High,Yes,No,1,3,Drawstring,Relaxed,Adidas
496,Leggings,XL,Linen,Spring,Blue,37,0,32,21,Yoga,High,Yes,Low,Medium,No,Yes,1,0,Drawstring,Slim,Nike
497,Tank Top,XXL,Linen,Fall,White,32,43,0,24,Weightlifting,Medium,Yes,High,High,No,Yes,3,5,Elastic,Relaxed,Adidas
498,Shirt,XL,Wool,Summer,Red,39,45,0,38,Yoga,High,Yes,Low,Low,Yes,Yes,1,7,Elastic,Regular,Nike
499,Shirt,L,Linen,Spring,Blue,36,35,0,28,Running,Medium,Yes,Medium,High,Yes,No,3,8,Drawstring,Relaxed,Adidas
500,Shorts,XXL,Cotton,Spring,Blue,30,0,37,31,Yoga,Low,Yes,Medium,High,No,Yes,0,9,Elastic,Regular,Nike
501,Jacket,XS,Wool,Spring,Blue,34,44,36,21,Cycling,High,No,High,Low,No,Yes,2,8,Drawstring,Regular,Adidas
502,Tank Top,XS,Polyester,Fall,Red,36,49,0,36,Running,Low,No,Low,Low,Yes,Yes,1,5,Drawstring,Relaxed,Nike
503,Leggings,XL,Cotton,Fall,Black,38,0,34,29,Yoga,High,No,Low,Low,Yes,Yes,2,2,Drawstring,Regular,Nike
504,Shorts,XS,Linen,Summer,White,31,0,40,30,Yoga,High,No,Medium,Low,Yes,No,1,9,Drawstring,Slim,Nike
505,Jacket,XL,Spandex,Winter,Blue,26,40,46,21,Yoga,High,No,Low,High,No,No,0,6,Drawstring,Slim,Adidas
506,Shorts,XXL,Polyester,Winter,Black,32,0,35,21,Running,Medium,Yes,Medium,Medium,Yes,No,1,8,Elastic,Relaxed,Nike
507,Shorts,XS,Silk,Summer,Black,33,0,49,37,Running,Low,No,Low,Medium,No,Yes,2,8,Drawstring,Slim,Adidas
508,Tank Top,L,Spandex,Winter,Red,28,30,0,28,Running,Low,Yes,High,High,Yes,Yes,3,5,Drawstring,Slim,Adidas
509,Jacket,M,Cotton,Fall,Blue,31,49,49,24,Weightlifting,High,Yes,Low,Medium,Yes,Yes,0,1,Drawstring,Regular,Nike
510,Shirt,S,Silk,Summer,White,39,43,0,23,Yoga,High,Yes,Low,Medium,No,No,3,1,Elastic,Slim,Nike
511,Leggings,XL,Linen,Fall,Blue,28,0,31,38,Cycling,Medium,No,Medium,High,Yes,No,2,7,Drawstring,Slim,Nike
512,Tank Top,L,Cotton,Spring,Green,27,44,0,30,Running,Low,Yes,Medium,Medium,Yes,No,2,5,Elastic,Regular,Nike
513,Tank Top,M,Polyester,Winter,White,27,35,0,28,Running,Low,No,Medium,Low,No,No,2,4,Elastic,Relaxed,Nike
514,Jacket,L,Wool,Fall,Green,31,40,36,24,Yoga,High,Yes,Low,Low,Yes,Yes,0,6,Elastic,Regular,Nike
515,Shirt,XXL,Linen,Summer,Blue,30,35,0,27,Running,Medium,Yes,Low,Medium,Yes,Yes,3,9,Drawstring,Relaxed,Nike
516,Shorts,XXL,Cotton,Winter,Green,34,0,39,31,Running,High,Yes,Low,Medium,Yes,Yes,1,7,Drawstring,Slim,Nike
517,Leggings,XXL,Nylon,Fall,Green,25,0,38,28,Yoga,Medium,No,Medium,High,Yes,No,2,9,Drawstring,Relaxed,Adidas
518,Jacket,XS,Linen,Spring,Black,38,30,33,21,Running,Low,No,High,Low,Yes,Yes,0,7,Elastic,Slim,Nike
519,Tank Top,XXL,Wool,Winter,White,32,31,0,39,Yoga,Low,Yes,Low,High,Yes,No,3,7,Drawstring,Slim,Adidas
520,Shorts,M,Nylon,Summer,Black,25,0,45,23,Cycling,High,Yes,High,High,Yes,Yes,2,7,Drawstring,Regular,Nike
521,Shirt,L,Nylon,Winter,Green,34,31,0,27,Yoga,High,Yes,Medium,High,Yes,Yes,2,4,Drawstring,Relaxed,Adidas
522,Leggings,S,Silk,Spring,Green,39,0,33,21,Running,Medium,No,Low,Low,No,No,1,0,Drawstring,Slim,Adidas
523,Tank Top,S,Spandex,Fall,White,27,43,0,35,Weightlifting,High,Yes,Medium,High,Yes,Yes,3,0,Elastic,Slim,Nike
524,Shirt,XL,Spandex,Winter,Black,37,39,0,21,Yoga,Medium,Yes,High,High,Yes,Yes,0,1,Drawstring,Slim,Adidas
525,Tank Top,S,Linen,Fall,Black,33,47,0,38,Cycling,High,No,High,Medium,Yes,Yes,2,1,Elastic,Regular,Adidas
526,Leggings,S,Spandex,Spring,Green,31,0,44,39,Weightlifting,Medium,Yes,High,Low,No,Yes,2,6,Drawstring,Slim,Nike
527,Shirt,M,Wool,Fall,Blue,35,34,0,26,Cycling,High,No,High,Medium,Yes,Yes,3,3,Drawstring,Slim,Nike
528,Leggings,XL,Polyester,Spring,Red,35,0,49,38,Running,Medium,No,Low,Medium,No,No,1,6,Drawstring,Regular,Nike
529,Shorts,M,Silk,Summer,Green,39,0,49,23,Cycling,Medium,Yes,High,Medium,Yes,Yes,3,2,Drawstring,Regular,Adidas
530,Jacket,S,Polyester,Fall,White,36,36,45,24,Yoga,High,Yes,Medium,High,Yes,No,0,4,Elastic,Relaxed,Nike
531,Shorts,XXL,Silk,Summer,Black,30,0,49,27,Yoga,Medium,No,Low,Low,No,Yes,0,5,Elastic,Relaxed,Nike
532,Jacket,XS,Linen,Fall,Red,24,34,40,22,Weightlifting,Low,No,High,Low,Yes,Yes,2,5,Drawstring,Regular,Nike
533,Tank Top,S,Polyester,Summer,Red,29,33,0,27,Weightlifting,High,Yes,Medium,High,Yes,No,0,6,Drawstring,Regular,Adidas
534,Shirt,M,Cotton,Fall,Blue,24,34,0,22,Running,Medium,Yes,High,High,Yes,No,0,5,Drawstring,Relaxed,Nike
535,Shorts,S,Spandex,Spring,Black,38,0,37,28,Cycling,High,No,Low,High,Yes,No,2,4,Drawstring,Relaxed,Nike
536,Jacket,S,Spandex,Spring,Red,36,44,48,33,Weightlifting,High,No,Medium,High,No,Yes,0,1,Elastic,Slim,Adidas
537,Leggings,L,Spandex,Spring,Black,33,0,45,22,Cycling,High,No,Medium,Low,No,No,0,3,Elastic,Slim,Adidas
538,Jacket,XXL,Nylon,Fall,Red,39,46,35,35,Weightlifting,High,Yes,High,Medium,Yes,No,3,7,Drawstring,Slim,Nike
539,Leggings,S,Cotton,Summer,Blue,35,0,48,26,Running,Medium,No,High,Medium,Yes,No,1,0,Drawstring,Relaxed,Adidas
540,Tank Top,XXL,Nylon,Winter,White,29,44,0,27,Yoga,Low,No,Low,Low,Yes,No,1,2,Elastic,Slim,Adidas
541,Jacket,XXL,Spandex,Spring,Blue,34,46,37,31,Weightlifting,Medium,Yes,High,Medium,No,No,0,1,Drawstring,Slim,Adidas
542,Shirt,XS,Linen,Winter,Blue,27,31,0,24,Yoga,High,Yes,High,Medium,Yes,No,1,5,Drawstring,Slim,Adidas
543,Jacket,S,Wool,Spring,Green,37,32,49,21,Cycling,High,No,Low,Low,Yes,Yes,2,0,Drawstring,Slim,Nike
544,Tank Top,XXL,Nylon,Summer,Red,30,44,0,32,Cycling,High,No,Low,Medium,No,Yes,1,0,Drawstring,Relaxed,Nike
545,Shorts,S,Spandex,Winter,Black,39,0,48,32,Running,Low,Yes,Medium,Low,No,Yes,3,3,Drawstring,Regular,Nike
546,Shirt,S,Spandex,Spring,Black,29,35,0,39,Yoga,Low,Yes,High,Low,No,No,0,6,Drawstring,Slim,Adidas
547,Shorts,XL,Nylon,Spring,Black,39,0,42,32,Cycling,Low,Yes,High,Medium,Yes,Yes,3,0,Drawstring,Relaxed,Adidas
548,Jacket,XS,Cotton,Fall,Green,32,30,32,31,Weightlifting,High,No,Medium,Low,Yes,Yes,2,4,Elastic,Relaxed,Adidas
549,Shirt,XXL,Silk,Fall,Green,25,41,0,24,Cycling,Medium,No,High,High,No,No,3,8,Elastic,Slim,Nike
550,Shirt,M,Silk,Spring,White,25,36,0,31,Running,Low,Yes,High,High,Yes,No,1,0,Drawstring,Relaxed,Adidas
551,Leggings,L,Silk,Winter,Black,26,0,32,33,Running,Medium,No,Low,Medium,No,No,0,2,Drawstring,Slim,Adidas
552,Shorts,S,Wool,Summer,Black,38,0,30,39,Cycling,Low,Yes,Medium,Medium,No,No,1,3,Elastic,Regular,Nike
553,Leggings,M,Wool,Spring,Black,38,0,49,30,Weightlifting,Medium,Yes,Medium,Medium,Yes,Yes,2,9,Elastic,Slim,Adidas
554,Shirt,S,Silk,Summer,Blue,35,43,0,20,Weightlifting,High,Yes,Medium,Low,No,No,3,7,Elastic,Slim,Adidas
555,Leggings,L,Polyester,Fall,White,31,0,34,29,Weightlifting,High,No,Medium,Low,Yes,No,0,8,Elastic,Slim,Adidas
556,Shirt,L,Silk,Summer,Black,28,32,0,39,Yoga,Medium,No,Low,Medium,No,Yes,2,5,Elastic,Slim,Adidas
557,Jacket,S,Wool,Spring,Red,30,34,39,24,Cycling,High,Yes,High,High,Yes,Yes,3,6,Drawstring,Relaxed,Nike
558,Tank Top,S,Silk,Summer,White,36,34,0,34,Cycling,Medium,Yes,High,Medium,No,No,2,2,Drawstring,Relaxed,Adidas
559,Shirt,XXL,Wool,Spring,White,35,31,0,34,Running,High,No,Medium,Low,Yes,Yes,3,5,Elastic,Slim,Adidas
560,Jacket,XL,Polyester,Summer,Green,26,34,39,27,Yoga,Medium,No,Low,Low,No,Yes,1,1,Elastic,Relaxed,Adidas
561,Shirt,XXL,Linen,Spring,White,31,33,0,39,Running,High,Yes,Low,High,No,No,2,2,Elastic,Slim,Nike
562,Shirt,L,Nylon,Summer,Green,39,47,0,32,Weightlifting,High,Yes,Low,Medium,No,Yes,2,6,Elastic,Regular,Nike
563,Shirt,XS,Linen,Summer,Red,35,48,0,23,Weightlifting,High,Yes,Low,Medium,No,No,2,0,Elastic,Relaxed,Nike
564,Jacket,XXL,Wool,Spring,White,30,46,34,25,Running,High,Yes,Medium,High,No,No,3,9,Drawstring,Relaxed,Adidas
565,Shirt,XS,Cotton,Winter,Black,34,48,0,25,Yoga,High,Yes,Medium,Medium,Yes,Yes,0,5,Elastic,Regular,Nike
566,Leggings,XS,Cotton,Winter,Blue,38,0,47,23,Yoga,Low,Yes,High,High,No,No,1,3,Elastic,Slim,Nike
567,Shorts,XXL,Linen,Spring,Blue,32,0,37,35,Weightlifting,High,Yes,Medium,High,Yes,No,1,4,Elastic,Slim,Nike
568,Leggings,S,Wool,Summer,White,34,0,39,37,Cycling,Medium,No,Low,Low,Yes,Yes,1,4,Elastic,Relaxed,Nike
569,Jacket,XS,Cotton,Spring,Blue,25,41,40,34,Weightlifting,High,No,Medium,Low,No,No,1,7,Elastic,Relaxed,Adidas
570,Jacket,XS,Polyester,Spring,Red,26,46,31,37,Yoga,High,No,Medium,Medium,Yes,No,0,7,Elastic,Relaxed,Adidas
571,Shorts,XL,Polyester,Summer,Black,33,0,42,28,Yoga,High,Yes,Medium,Medium,No,Yes,3,1,Elastic,Slim,Adidas
572,Jacket,M,Polyester,Summer,Red,27,36,49,33,Running,High,Yes,High,Medium,No,Yes,0,8,Elastic,Slim,Adidas
573,Shirt,XS,Wool,Winter,Black,28,30,0,36,Weightlifting,High,Yes,High,Low,Yes,Yes,0,9,Elastic,Regular,Adidas
574,Tank Top,XS,Cotton,Spring,Blue,37,31,0,35,Running,Low,Yes,Medium,Medium,Yes,No,1,7,Elastic,Regular,Nike
575,Jacket,XXL,Wool,Spring,Red,37,46,44,30,Running,Low,No,Low,Low,No,Yes,1,0,Elastic,Slim,Adidas
576,Shirt,XXL,Cotton,Spring,Green,27,40,0,23,Cycling,High,No,High,Medium,No,Yes,3,6,Drawstring,Regular,Adidas
577,Leggings,L,Cotton,Winter,Green,34,0,43,22,Running,Low,Yes,Low,High,Yes,No,2,5,Drawstring,Regular,Nike
578,Shirt,XS,Cotton,Winter,White,25,49,0,24,Cycling,High,Yes,Low,Low,Yes,No,2,5,Drawstring,Regular,Nike
579,Tank Top,S,Polyester,Spring,White,30,43,0,37,Yoga,Medium,Yes,Low,Low,Yes,No,1,8,Elastic,Relaxed,Nike
580,Shirt,XS,Linen,Winter,Black,34,34,0,38,Cycling,High,Yes,Low,Low,Yes,Yes,0,9,Elastic,Slim,Adidas
581,Tank Top,S,Nylon,Winter,Red,34,30,0,27,Cycling,Low,No,High,Low,No,No,1,2,Elastic,Regular,Adidas
582,Shirt,M,Linen,Summer,Black,30,32,0,24,Yoga,Low,Yes,Medium,Medium,No,No,1,5,Drawstring,Relaxed,Adidas
583,Leggings,XXL,Silk,Spring,Red,33,0,49,30,Cycling,High,No,Low,Low,Yes,Yes,0,9,Drawstring,Regular,Adidas
584,Shirt,L,Nylon,Winter,White,37,48,0,32,Cycling,Medium,Yes,Medium,Medium,Yes,Yes,3,1,Drawstring,Slim,Adidas
